"Year","Question","Area","Area_abbr","Demographics_Type","Demographics_Value","Percent","Low_Confidence_Interval","High_Confidence_Interval","Confidence_Interval_Formatted"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Delaware","DE","RaceEthnicity","Hispanic","13.5","10.1","17.9","13.5 (CI 10.1 - 17.9)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Delaware","DE","RaceEthnicity","Multiple race, NH","21.4","12.2","34.7","21.4 (CI 12.2 - 34.7)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Delaware","DE","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Delaware","DE","RaceEthnicity","White, NH","13.8","10.9","17.4","13.8 (CI 10.9 - 17.4)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Delaware","DE","Sex","Female","19.0","16.0","22.5","19.0 (CI 16.0 - 22.5)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Delaware","DE","Sex","Male","8.6","5.9","12.4","8.6 (CI 5.9 - 12.4)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Delaware","DE","Total","Total","13.9","11.9","16.2","13.9 (CI 11.9 - 16.2)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Hawaii","HI","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Hawaii","HI","RaceEthnicity","Asian, NH","14.6","11.5","18.5","14.6 (CI 11.5 - 18.5)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Hawaii","HI","RaceEthnicity","Black, NH","10.2","3.2","27.9","10.2 (CI 3.2 - 27.9)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Hawaii","HI","RaceEthnicity","Hispanic","18.2","14.7","22.2","18.2 (CI 14.7 - 22.2)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Hawaii","HI","RaceEthnicity","Multiple race, NH","16.7","13.9","20.0","16.7 (CI 13.9 - 20.0)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Hawaii","HI","RaceEthnicity","NHOPI, NH","12.2","9.8","15.0","12.2 (CI 9.8 - 15.0)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Hawaii","HI","RaceEthnicity","White, NH","9.0","5.3","15.0","9.0 (CI 5.3 - 15.0)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Hawaii","HI","Sex","Female","17.1","14.9","19.6","17.1 (CI 14.9 - 19.6)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Hawaii","HI","Sex","Male","10.1","8.1","12.5","10.1 (CI 8.1 - 12.5)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Hawaii","HI","Total","Total","13.6","11.7","15.7","13.6 (CI 11.7 - 15.7)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Illinois","IL","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Illinois","IL","RaceEthnicity","Asian, NH","11.2","6.6","18.4","11.2 (CI 6.6 - 18.4)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Illinois","IL","RaceEthnicity","Black, NH","14.8","11.5","19.0","14.8 (CI 11.5 - 19.0)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Illinois","IL","RaceEthnicity","Hispanic","16.7","14.4","19.3","16.7 (CI 14.4 - 19.3)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Illinois","IL","RaceEthnicity","Multiple race, NH","24.3","13.4","40.1","24.3 (CI 13.4 - 40.1)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Illinois","IL","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Illinois","IL","RaceEthnicity","White, NH","13.8","10.9","17.3","13.8 (CI 10.9 - 17.3)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Illinois","IL","Sex","Female","20.2","17.1","23.7","20.2 (CI 17.1 - 23.7)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Illinois","IL","Sex","Male","10.7","8.6","13.3","10.7 (CI 8.6 - 13.3)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Illinois","IL","Total","Total","15.5","13.4","17.8","15.5 (CI 13.4 - 17.8)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Indiana","IN","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Indiana","IN","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Indiana","IN","RaceEthnicity","Black, NH","27.2","21.5","33.7","27.2 (CI 21.5 - 33.7)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Indiana","IN","RaceEthnicity","Hispanic","24.1","18.4","31.0","24.1 (CI 18.4 - 31.0)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Indiana","IN","RaceEthnicity","Multiple race, NH","21.9","10.8","39.4","21.9 (CI 10.8 - 39.4)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Indiana","IN","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Indiana","IN","RaceEthnicity","White, NH","23.5","17.6","30.7","23.5 (CI 17.6 - 30.7)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Indiana","IN","Sex","Female","27.9","22.4","34.1","27.9 (CI 22.4 - 34.1)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Indiana","IN","Sex","Male","18.7","13.5","25.3","18.7 (CI 13.5 - 25.3)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Indiana","IN","Total","Total","23.6","19.3","28.6","23.6 (CI 19.3 - 28.6)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Kentucky","KY","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Kentucky","KY","RaceEthnicity","Asian, NH","12.6","4.2","32.2","12.6 (CI 4.2 - 32.2)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Kentucky","KY","RaceEthnicity","Black, NH","12.2","5.7","24.2","12.2 (CI 5.7 - 24.2)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Kentucky","KY","RaceEthnicity","Hispanic","14.9","10.2","21.3","14.9 (CI 10.2 - 21.3)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Kentucky","KY","RaceEthnicity","Multiple race, NH","23.1","15.9","32.3","23.1 (CI 15.9 - 32.3)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Kentucky","KY","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Kentucky","KY","RaceEthnicity","White, NH","14.1","11.8","16.8","14.1 (CI 11.8 - 16.8)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Kentucky","KY","Sex","Female","16.6","13.4","20.2","16.6 (CI 13.4 - 20.2)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Kentucky","KY","Sex","Male","11.9","10.1","14.0","11.9 (CI 10.1 - 14.0)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Kentucky","KY","Total","Total","14.1","12.2","16.3","14.1 (CI 12.2 - 16.3)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Maryland","MD","RaceEthnicity","AI/AN, NH","15.0","8.8","24.3","15.0 (CI 8.8 - 24.3)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Maryland","MD","RaceEthnicity","Asian, NH","13.1","9.6","17.5","13.1 (CI 9.6 - 17.5)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Maryland","MD","RaceEthnicity","Black, NH","15.4","14.3","16.6","15.4 (CI 14.3 - 16.6)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Maryland","MD","RaceEthnicity","Hispanic","13.6","12.2","15.1","13.6 (CI 12.2 - 15.1)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Maryland","MD","RaceEthnicity","Multiple race, NH","21.1","18.8","23.6","21.1 (CI 18.8 - 23.6)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Maryland","MD","RaceEthnicity","NHOPI, NH","8.4","3.5","18.8","8.4 (CI 3.5 - 18.8)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Maryland","MD","RaceEthnicity","White, NH","13.1","12.1","14.1","13.1 (CI 12.1 - 14.1)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Maryland","MD","Sex","Female","19.5","18.7","20.3","19.5 (CI 18.7 - 20.3)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Maryland","MD","Sex","Male","9.3","8.6","10.1","9.3 (CI 8.6 - 10.1)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Maryland","MD","Total","Total","14.3","13.8","14.9","14.3 (CI 13.8 - 14.9)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Massachusetts","MA","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Massachusetts","MA","RaceEthnicity","Asian, NH","12.6","7.3","21.0","12.6 (CI 7.3 - 21.0)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Massachusetts","MA","RaceEthnicity","Black, NH","18.0","13.7","23.2","18.0 (CI 13.7 - 23.2)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Massachusetts","MA","RaceEthnicity","Hispanic","11.1","8.5","14.4","11.1 (CI 8.5 - 14.4)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Massachusetts","MA","RaceEthnicity","Multiple race, NH","13.0","8.4","19.5","13.0 (CI 8.4 - 19.5)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Massachusetts","MA","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Massachusetts","MA","RaceEthnicity","White, NH","11.7","9.8","14.0","11.7 (CI 9.8 - 14.0)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Massachusetts","MA","Sex","Female","15.6","12.9","18.7","15.6 (CI 12.9 - 18.7)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Massachusetts","MA","Sex","Male","9.1","7.8","10.7","9.1 (CI 7.8 - 10.7)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Massachusetts","MA","Total","Total","12.3","10.5","14.3","12.3 (CI 10.5 - 14.3)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Michigan","MI","RaceEthnicity","AI/AN, NH","10.6","2.8","32.5","10.6 (CI 2.8 - 32.5)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Michigan","MI","RaceEthnicity","Asian, NH","10.7","7.1","15.8","10.7 (CI 7.1 - 15.8)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Michigan","MI","RaceEthnicity","Black, NH","17.8","12.2","25.2","17.8 (CI 12.2 - 25.2)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Michigan","MI","RaceEthnicity","Hispanic","20.2","15.6","25.6","20.2 (CI 15.6 - 25.6)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Michigan","MI","RaceEthnicity","Multiple race, NH","29.7","19.8","41.9","29.7 (CI 19.8 - 41.9)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Michigan","MI","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Michigan","MI","RaceEthnicity","White, NH","16.1","13.1","19.6","16.1 (CI 13.1 - 19.6)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Michigan","MI","Sex","Female","20.7","17.6","24.1","20.7 (CI 17.6 - 24.1)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Michigan","MI","Sex","Male","13.1","10.8","15.8","13.1 (CI 10.8 - 15.8)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Michigan","MI","Total","Total","17.0","14.7","19.6","17.0 (CI 14.7 - 19.6)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Mississippi","MS","RaceEthnicity","AI/AN, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Mississippi","MS","RaceEthnicity","Asian, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Mississippi","MS","RaceEthnicity","Black, NH","14.1","9.7","20.2","14.1 (CI 9.7 - 20.2)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Mississippi","MS","RaceEthnicity","Hispanic","25.7","16.5","37.7","25.7 (CI 16.5 - 37.7)"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Mississippi","MS","RaceEthnicity","Multiple race, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Mississippi","MS","RaceEthnicity","NHOPI, NH","Suppressed","Suppressed","Suppressed","Suppressed"
"2023","During the past 12 months, did you make a plan about how you would attempt suicide?","Mississippi","MS","RaceEthnicity","White, NH","19.5","14.4","25.8","19.5 (CI 14.4 - 25.8)"
